,0,1,2,labels
0,-2.085678140808365,-3.772366512179279,9.023258701308665,0.0
1,-3.368639196025954,-9.318149939219582,1.350685632269663,0.0
2,6.8156238318288445,3.561228700962763,6.392567709648898,0.0
3,4.092277855736428,-4.286322279095326,-8.054855881465558,0.0
4,4.474837775820561,-5.170339041726894,-7.296808965135646,0.0
5,-7.038248931109604,-4.237764657425831,-5.701263254052302,0.0
6,7.468576338291782,3.098530009106109,5.883832021886503,0.0
7,8.637343085980193,3.8831452835475195,3.2120845446427464,0.0
8,4.38662528966957,-7.934713325553908,4.218748986288305,0.0
9,-3.1506090871237196,-7.714524469266404,5.528089597069076,0.0
10,3.7689121764584006,-9.202013679262306,1.0574711593291706,0.0
11,0.8248706060816663,0.1170379517322365,9.96523409665206,0.0
12,4.424774660250533,-8.939668486484855,0.7097158288740466,0.0
13,-0.6862400900248375,-2.753480099338621,-9.588921831018796,0.0
14,5.470994930489756,-3.1224094111426686,7.766516203534445,0.0
15,5.2026689565965665,6.152726105291809,5.922516120816143,0.0
16,7.747684630797822,2.3665210497268885,5.862845809237932,0.0
17,3.9557923045090186,-1.9569969494319324,8.973397917372289,0.0
18,-5.898683617639467,3.039044615192724,7.481292629342866,0.0
19,-5.586711993907425,-3.8625879904614644,7.3395546944670835,0.0
20,-5.83998413717902,0.8753714168937075,8.070211283478452,0.0
21,-3.1977217811054164,-7.2816142985709,6.062397926356519,0.0
22,-6.3488931636359105,6.113817054000754,-4.723642305144066,0.0
23,-9.212274976565409,-1.2066186602445992,-3.698386292005784,0.0
24,5.153945470290904,-8.563884224898205,0.3110194074451298,0.0
25,-3.2202079956199614,-9.348393655757421,-1.4959266432347653,0.0
26,-0.05072754783017797,9.952105050530982,0.9762334654614362,0.0
27,-6.73912064644843,3.6879815596649768,6.401800131852259,0.0
28,-6.123879487331908,-7.877123671265401,0.6700915551070574,0.0
29,-8.390119759697521,-0.45623406848993225,-5.421968359616491,0.0
30,0.30743385031583076,9.492319447764645,-3.130711728867589,0.0
31,0.8337287453960501,-9.943276444305491,0.6604164831527579,0.0
32,-7.304766799650557,-6.828104246480523,-0.13181199458921244,0.0
33,-6.14486656011964,7.659901995259375,1.8885222745164694,0.0
34,-6.72305484214634,-7.400559660759447,0.1795836769661922,0.0
35,6.009782224409781,3.7509731181406902,-7.057812570630799,0.0
36,6.037404612814778,1.2515406920472247,-7.872953158587494,0.0
37,9.628456364765702,0.7626090795955155,-2.5906090835016635,0.0
38,1.0929616006805023,-3.123600330764342,-9.436554239397283,0.0
39,-0.09957607974549848,-9.765710565345827,2.149646891523211,0.0
40,-7.8962450899758325,3.7170723704004995,-4.881873254421683,0.0
41,-0.043140708207419796,-0.41338568830591665,9.991358824103918,0.0
42,-9.529880739404634,-1.1949218368547299,2.7845169951954496,0.0
43,-2.6471961853650323,-8.329522870013314,-4.85915642000893,0.0
44,2.6000321948431093,4.487556644310106,8.549951341960229,0.0
45,-1.9458958520562062,-9.808846776324646,-0.0037751206645698756,0.0
46,2.8433382313392475,7.687334984423527,-5.728901163352597,0.0
47,4.629367740040683,-1.5969287577979483,8.718874518536698,0.0
48,7.696413797727604,-2.5461430688569626,5.855114868818526,0.0
49,9.849339332212104,1.4542394555048983,0.9357896798920249,0.0
50,-2.79937900232672,-8.589633083016535,4.28738623178273,0.0
51,-4.106739390714846,0.49767244219526385,-9.104230539536577,0.0
52,-2.6467548650868307,-2.9633717936291037,-9.176770472059472,0.0
53,2.892644944905512,-9.185974000780293,2.692672813340134,0.0
54,-5.736667729658569,-5.915879200466549,-5.665069871147333,0.0
55,-1.412768692773754,-4.806644561676904,-8.654493207485935,0.0
56,8.559573411206351,-4.928202107952088,-1.5641377820850326,0.0
57,1.6544559624778532,-8.47138228799798,-5.049599746397292,0.0
58,-6.64101058599525,-5.3625457634723,5.209614316949413,0.0
59,0.7591302199483996,-8.771676258787036,4.741457257024783,0.0
60,1.776190521107217,9.167947943576339,-3.5768530493442494,0.0
61,-1.7860741990664732,-9.745654274464709,1.3535736840071975,0.0
62,-9.899822945529321,1.410712000355583,0.058286355383566954,0.0
63,6.632879053488794,6.484514450631179,3.7357713796945604,0.0
64,2.6183406872023847,9.288356635193859,2.621206413694035,0.0
65,3.239802074302323,3.3862121433045362,8.83386947152171,0.0
66,-0.33800051396496333,2.452254848108787,9.688766784915734,0.0
67,-2.6230239188916533,6.539100306251138,-7.096471849145077,0.0
68,-3.1925806822743685,-0.14340787052214374,9.475593003598288,0.0
69,7.606155755320561,1.4495465723983953,-6.328128424759723,0.0
70,-4.255407263434739,8.479176482365098,3.161498885530961,0.0
71,-3.6035032889012117,2.294337916697468,-9.041613659678369,0.0
72,-8.521499780332498,4.246250965482179,3.058331936192483,0.0
73,7.187508419268997,-6.9402434665654,-0.41562404614453996,0.0
74,5.508581989635733,-2.9564109549822475,-7.804816380205353,0.0
75,-1.0768887013962025,9.80490693623065,-1.6444180419410603,0.0
76,-6.144843690274683,7.850814063575895,-0.7782124139657325,0.0
77,-4.1936075245429105,-8.355127787457306,-3.55042188836142,0.0
78,2.5697478368419504,-6.8761711998755555,6.790777988201948,0.0
79,5.5917419837213505,-4.93224841018457,-6.663733728752958,0.0
80,6.26771641825311,4.141022407025007,6.6005806051344615,0.0
81,-9.484858711296356,-1.232870648932916,2.9184730921742896,0.0
82,0.8231897838812121,9.605947964179544,-2.6548299925208925,0.0
83,-0.8545040770869695,9.053037441666863,-4.160809520035696,0.0
84,4.868371913440911,-2.821036765758048,8.266843803935153,0.0
85,3.5773126581086876,-5.205666267845798,-7.752668756882868,0.0
86,9.978399093933504,0.5177007590945245,-0.4043976337962296,0.0
87,-1.2581133743074042,6.950432385664845,7.078745679122122,0.0
88,9.301702733703726,3.6633811117001813,0.2407593907763161,0.0
89,-0.04977114132239018,-9.453919316761882,-3.258977199313921,0.0
90,-6.227833960682245,-6.391726561497744,-4.5121963300832935,0.0
91,-2.452698908340886,3.6130008646094707,8.996137661094044,0.0
92,0.8029444695260789,-5.691815904008716,8.182818089981646,0.0
93,-0.7302550393233129,-4.534650444050423,8.882773943302633,0.0
94,-8.932589178394798,-4.487527521442001,-0.26635937063444765,0.0
95,4.1837767498466105,-9.062340398763629,0.6082751058358592,0.0
96,5.628817622620528,4.144752168707158,-7.151044792984722,0.0
97,-6.036304695656736,-5.748849388090531,5.523925808176969,0.0
98,-4.5117277259921185,2.1443182472986266,-8.662921688484557,0.0
99,1.6959412648272036,-9.618387919548518,2.1471835169215163,0.0
100,8.836908375178801,1.7105022887292056,4.356975130632136,0.0
101,3.908439681839776,1.226434385133541,-9.122497352829559,0.0
102,9.818350545370023,-1.8971999826186172,-0.024995883343022524,0.0
103,6.846354120166325,-5.944132770707638,-4.218378938108942,0.0
104,-3.8935050646850455,-4.693803337115221,7.925202113748136,0.0
105,-7.532057391629949,-1.4349958292250946,-6.419415738157112,0.0
106,-8.477171881989461,0.3725653165029775,5.291384692889591,0.0
107,4.326370526878741,-8.738419796275696,2.2186792305811136,0.0
108,-2.3006365439410175,-3.8766520106678923,8.926289300760294,0.0
109,-3.9480745472988663,-2.1295167534513078,-8.937441790900854,0.0
110,-4.172160805628843,3.4806691097828892,8.39511862692706,0.0
111,-1.6462623290990608,-8.479441162677098,5.0387397146991635,0.0
112,-4.2970929430908,-8.699861904822038,-2.418138762657245,0.0
113,-6.568439634631722,7.225254816006069,-2.156685793058451,0.0
114,9.551285451583047,2.106564011734867,2.08214655748378,0.0
115,1.136309775367296,8.842231433005725,-4.530313827934024,0.0
116,7.404404497488677,-1.9466169183004858,-6.433154483684949,0.0
117,7.435143880996092,6.497751753560869,1.5804612042005417,0.0
118,-5.490423115080971,6.724606339026378,-4.963358097348086,0.0
119,2.682966037992745,-9.55469457151992,-1.228619096361958,0.0
120,-4.338546704548384,0.28858230351130837,-9.005205869193246,0.0
121,9.931670168374477,-0.6307579102026725,-0.9818717458697129,0.0
122,-7.5034560434350475,-6.190696424708713,2.3180649648654836,0.0
123,5.619938664516466,8.057174673649682,1.870354427741171,0.0
124,3.584505539646083,-1.397132288385292,-9.230348931920062,0.0
125,8.74511471252048,4.2627568335195285,-2.313411516168362,0.0
126,-6.059317839197522,4.338454802192118,-6.668018990143837,0.0
127,-4.78450451883756,8.714291007848642,-1.0815030003431734,0.0
128,3.9991851286771873,0.041875773962170015,9.165411323346175,0.0
129,-3.332892370799969,-1.8272908953620826,-9.249477630028098,0.0
130,-2.6653751450728618,-9.267646124753814,-2.6469814208572444,0.0
131,-1.259252765021615,-3.7351214936832156,-9.190383555717958,0.0
132,-8.983340050975107,-3.0101970790151267,3.199736719487299,0.0
133,-5.2609396610243735,6.511482900606859,-5.470201487894685,0.0
134,5.571591763251511,7.960395618318535,2.3642053260076588,0.0
135,9.753651686673134,-1.4288597112381496,-1.6806661478886158,0.0
136,6.21374953257933,-6.712648581228094,4.040998115726687,0.0
137,-3.4097488911084928,6.597815745177986,-6.696449797636497,0.0
138,-0.7185183813876685,2.5680287649241382,9.637891864828648,0.0
139,-2.4004905014592453,9.69773417290559,-0.43771824734990045,0.0
140,2.1523636666621124,1.1617784237235762,-9.69626740249067,0.0
141,2.5200302178685168,0.5452040998020331,-9.661894234082082,0.0
142,-9.045657125355536,-3.9730687747428024,-1.546224977701609,0.0
143,3.752139147506819,-1.9863092969886331,-9.054061364627662,0.0
144,9.9771182841128,0.3418199427067936,-0.5833265565615539,0.0
145,7.42512984954872,-5.747659109325791,3.4397472989050866,0.0
146,-8.263300656326603,4.373162749292229,-3.5487053739857264,0.0
147,-5.581174894016213,6.992592707511634,-4.46700504020963,0.0
148,-3.2343144598683127,9.141043115561187,2.4455144109446936,0.0
149,7.978063208509538,4.056696053976963,4.46023817376093,0.0
150,8.080755135680493,5.890250174956408,-0.0796825802754418,0.0
151,-0.6960921908687767,-4.878421292590878,-8.701520634567698,0.0
152,-4.9502930056648475,7.95916933025772,-3.4851431434520133,0.0
153,5.116339314961258,-7.132823849690154,-4.790187464335097,0.0
154,-2.857528547662536,9.30139361283007,2.30621062752248,0.0
155,2.9557210952990993,-9.377039135482443,-1.8261571286268192,0.0
156,-1.6662088409278952,7.008173085329345,-6.936083772885036,0.0
157,-4.1961048652495405,8.757269878952604,2.388080448188158,0.0
158,-1.2853338314972365,9.483623924375056,2.8997920964492807,0.0
159,0.02085528621112878,3.5995030224139337,9.329691476606822,0.0
160,1.1532418639986275,7.859157238431161,-6.074839973590751,0.0
161,4.285644758302265,-7.238517143699215,5.407135893059178,0.0
162,-7.469818939416441,2.2280639181987563,6.2639872436616795,0.0
163,0.0865894898162107,7.831573122257371,-6.217633367366501,0.0
164,-8.476493109192383,2.7703762265998524,4.524829293233547,0.0
165,-6.64402059727929,-0.21087756505199132,7.470777801239057,0.0
166,0.16334227313025113,5.077036232621111,8.613769348807818,0.0
167,0.2955844612526046,-8.543484142972119,-5.188594079811018,0.0
168,-2.9942436869726925,-4.796304706816609,-8.248028000824986,0.0
169,8.290634167937187,0.6389139802837717,-5.55492340354306,0.0
170,9.179797055337328,2.0222765191614602,-3.4119970256241903,0.0
171,-4.538843618955813,2.3164395796809556,8.6042435040131,0.0
172,-4.189780280717057,8.578804093347287,2.974871682490242,0.0
173,-7.636333497169247,-3.2031428739718564,5.605915308755048,0.0
174,-7.786384165350729,3.9518462622495125,-4.873923752903814,0.0
175,-3.0159082505150367,-2.709769626452262,9.14119499825007,0.0
176,-4.156912222028255,-8.486374470739728,-3.27131917133274,0.0
177,-4.778728487413016,-7.443888833950989,-4.663933219008082,0.0
178,-6.6604928900845755,6.708195872250359,-3.2615859026945873,0.0
179,-9.37939907592192,0.9690232067953334,-3.3298448911754286,0.0
180,-2.3576306178626054,-6.593878737464789,-7.138791288819595,0.0
181,-2.184261446077557,9.474020051848681,2.3392190988336887,0.0
182,-8.775790102474181,-2.8780361771902374,-3.8343729396213395,0.0
183,2.591108601904746,-0.9313038845863428,9.613471240279944,0.0
184,-3.6491865099888114,-6.340074966746982,-6.818129305853911,0.0
185,8.914501298523648,1.0029902163178492,4.418786849870774,0.0
186,-7.622935987422256,-3.6341983770580675,5.3556931472827305,0.0
187,-6.2043347239601285,7.792009294630913,-0.8892816120037911,0.0
188,-1.3691360185409087,-8.911125685238643,4.326350145863607,0.0
189,-0.9550259263000744,9.922646803754382,0.7930989144095731,0.0
190,-1.1747456610151572,3.0399554317754154,9.45402790374268,0.0
191,-6.731955946659947,4.478393173430572,-5.884281070479233,0.0
192,3.5060996059677305,3.6852845907115253,8.609642445450167,0.0
193,6.067918362147668,1.1502530134716877,7.864940225793866,0.0
194,-3.502151749550048,7.684751512918208,-5.35532700288459,0.0
195,1.7300586406220853,-8.040928086938763,5.687738795047482,0.0
196,-1.5284367448427085,9.821244562496341,1.0986520653285479,0.0
197,-2.515832843857292,6.424631868735452,-7.238417676053085,0.0
198,5.326451661614899,-4.401158862936241,7.229018837966716,0.0
199,-1.5658775729664893,4.905266704807696,8.572420077270223,0.0
