,0,1,2
0,-0.1729451784794629,3.99125636624731,0.19990643844314565
1,1.8336389205079318,-1.0166415250506693,-3.4064950196266475
2,-1.9255446099281461,3.266646113205139,-1.2733032342134458
3,0.13956745455561892,-3.6702119313116714,-1.584318561680799
4,-1.6315976315407088,-0.7164125275265849,-3.581150968495145
5,2.9679076734093828,1.7103388134921487,2.0654939324965285
6,-1.4804359854665037,-2.0110873202299118,-3.124713920240747
7,2.848963874933718,-2.0924906506417957,-1.8721345347755671
8,-1.9690920099127829,-0.20660282236424501,3.4756282784971075
9,0.5992555565158665,-1.1802526145498182,3.774638597777697
10,3.674408560129348,-1.088654432004821,-1.1461035123078689
11,1.9050920595684528,-1.6226643218751013,3.12051033375678
12,-2.504972468556301,0.7557135574509749,3.0255594442779903
13,-2.9518451912206913,1.4677530563894727,-2.2654604239594742
14,-0.7099227991331476,3.710511924775731,-1.3145763102110353
15,1.3188267552711235,-0.38268445639939047,-3.756893476851765
16,0.5484854634731003,3.6091002993432055,-1.6351020535854888
17,-0.28266483075312104,-3.0793421376228403,-2.5372726682238365
18,2.9334790310903545,1.8687146688106155,1.9755015213168599
19,-0.3499933951018112,3.730247665078403,1.400984289905577
20,1.7993690156595867,-2.032170205775813,2.9381210663009343
21,3.9149861643785417,0.7382179645923649,-0.35765565769004504
22,1.0101886046084805,-3.3319652586487445,-1.9691435951390073
23,2.805861742053022,0.02365617331979279,2.8507157469567264
24,-2.3037617566733286,3.25304449839447,-0.3322397627540855
25,-3.857182852763432,-0.8188666457049475,0.6720103101141212
26,-1.743945319271762,-1.1298490506031698,3.4179081096836454
27,2.637583436176953,-1.5339883012364626,-2.586509908907107
28,1.9619726122440684,-0.02841626841876868,-3.485664353389944
29,0.8706433125489377,3.89407248412703,0.2796063494961336
30,0.6766650774967539,-0.538996759145381,-3.90533057071064
31,2.6832348154880816,2.959946620353815,0.19740042960608561
32,-3.700196348117864,-0.8494567924151821,-1.2597500320281534
33,3.006059198619215,-2.3946806608334184,1.1086535198280956
34,1.0519265953272852,-0.20046762314961278,-3.8539931460904144
35,-0.11350889270909048,-3.947521203255899,0.6357610251667324
36,-3.3840174316578366,-0.830026411736429,-1.964556483803875
37,-1.8552036851092033,-3.4819973626903584,-0.6587212255382534
38,-2.825045747286997,-0.7180901620553296,-2.7392449771597653
39,-0.634385366668203,-1.3198357522247168,-3.7223096047624336
40,0.5020727071548415,3.5379695486466987,1.7974132717822258
41,-1.861250343540743,-3.200520593922668,-1.514072351820203
42,2.2349052782922976,-3.1607875788503192,1.00728361370905
43,3.127546593666406,1.9166208913439706,-1.5953108359531403
44,-3.5548230385323403,-1.009823335039138,1.5308461701719518
45,2.2294772741110735,-1.977607614265185,-2.668051575255362
46,2.5938272248590724,-2.6544310291542383,-1.4919973991408464
47,-0.5200804169808417,-3.8447568100402933,0.9733249362478201
48,1.3446617295954715,-0.7247386838412933,-3.696841715992897
